,customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
6744,c11744,s9973,Robert Ballard,55,Other,South Korea,Standard,1600,5
6746,c11746,s19161,Michael Johnson,30,Male,South Korea,Standard,246,5
6748,c11748,s19351,Samuel Hawkins,36,Female,USA,Basic,1253,4
6750,c11750,s1486,Jessica Porter,17,Female,Japan,Premium,4746,3
6753,c11753,s9936,William Garcia,50,Male,Canada,Premium,2286,1
6754,c11754,s20907,Victoria Leonard,36,Female,South Korea,Premium,1411,2
6755,c11755,s10744,Deanna Brown,58,Male,Canada,Basic,1569,5
6756,c11756,s18630,Robert Arnold,45,Male,France,Standard,4222,2
6757,c11757,s18097,Meghan Gaines,27,Other,Canada,Premium,3298,4
6758,c11758,s1410,Michael Pena,17,Other,France,Premium,656,3
6759,c11759,s3375,Andre Miller,24,Female,USA,Standard,4689,2
6760,c11760,s10274,Amanda Brown,28,Other,South Korea,Premium,816,1
6762,c11762,s7458,Sara Patterson,46,Other,France,Standard,1916,2
6764,c11764,s17886,James Sellers,41,Male,France,Premium,4486,3
6765,c11765,s16653,Sara Hendrix,50,Other,France,Premium,91,5
6767,c11767,s2555,Debra Barry,45,Female,India,Premium,2725,5
6768,c11768,s13905,Sharon Carter,49,Female,Canada,Basic,1161,4
6769,c11769,s12078,Melanie Powell,38,Female,UK,Premium,1285,4
6770,c11770,s20247,Anthony Cabrera,40,Male,UK,Premium,253,5
6772,c11772,s8346,Kimberly Vargas,73,Other,Japan,Standard,990,5
6773,c11773,s1457,Tiffany Hall,23,Female,Canada,Premium,217,2
6775,c11775,s20344,Raven Reeves,38,Male,Australia,Standard,4572,2
6777,c11777,s17476,Misty Robinson,66,Other,Brazil,Premium,3369,1
6778,c11778,s18063,Tony Wang,57,Female,South Korea,Basic,3264,5
6779,c11779,s5027,James Gibbs,38,Male,Australia,Premium,3607,4
6780,c11780,s8105,Joseph Hernandez,14,Male,Canada,Basic,1006,2
6783,c11783,s9068,Richard Murphy,43,Male,USA,Standard,2481,5
6785,c11785,s4755,Matthew Nguyen,58,Other,USA,Premium,1818,2
6786,c11786,s17206,Stephen Moore,29,Female,Australia,Premium,1002,1
6787,c11787,s8144,Amanda Fox,33,Other,South Korea,Premium,3844,1
6788,c11788,s7838,Jonathan Lambert,21,Other,Germany,Basic,3911,4
6789,c11789,s6211,Chelsea Knight,43,Male,Australia,Standard,4958,5
6791,c11791,s2963,Lori Dougherty,68,Male,South Korea,Premium,4484,5
6793,c11793,s6846,Robert Brown,31,Female,Japan,Premium,71,3
6794,c11794,s20631,Robert Martin,29,Male,USA,Basic,438,5
6796,c11796,s2544,Joshua Davis DDS,72,Male,South Korea,Standard,625,5
6801,c11801,s2416,Kathryn Ramirez,39,Female,Germany,Basic,107,1
6803,c11803,s18403,Ashley Collins,23,Female,UK,Premium,3606,5
6804,c11804,s11879,Miss Linda Frey,53,Male,France,Basic,3647,4
6805,c11805,s16849,Thomas Rodriguez,20,Female,Brazil,Premium,1637,3
6808,c11808,s18312,Tracie Burton,47,Other,UK,Standard,2590,5
6811,c11811,s12001,Victoria Ray,50,Male,South Korea,Basic,4348,2
6812,c11812,s20726,Kevin Sparks,21,Female,Canada,Basic,621,2
6813,c11813,s5558,Amanda Baker,30,Other,South Korea,Basic,2861,4
6814,c11814,s12227,Charlotte Wilson MD,71,Male,France,Standard,3058,2
6816,c11816,s18635,Benjamin Barker,76,Female,USA,Premium,3015,1
6818,c11818,s15730,Jerry Campbell,52,Female,UK,Standard,3828,5
6820,c11820,s10073,Tyler Jones,37,Other,UK,Premium,3100,3
6821,c11821,s3475,Dawn Miller,72,Female,USA,Standard,4515,3
6823,c11823,s19571,Tyler Johnson,75,Other,India,Basic,4651,1
6824,c11824,s3699,Randy Giles,35,Other,Australia,Premium,2985,1
6825,c11825,s3449,Laura Carter,72,Female,USA,Standard,462,5
6826,c11826,s12061,Meghan Rivas,76,Female,Canada,Premium,3051,3
6828,c11828,s16649,Travis Tyler,58,Other,Canada,Basic,4700,1
6829,c11829,s4574,Jessica Perez,37,Other,Japan,Premium,2049,5
6830,c11830,s2089,Ashley Wilson,35,Male,USA,Premium,2074,1
6832,c11832,s16174,Deborah Bryant,47,Female,India,Standard,4333,5
6833,c11833,s13963,Jeffrey Alvarez,74,Other,Germany,Basic,1146,3
6835,c11835,s12015,David Cox,26,Other,France,Premium,523,5
6836,c11836,s5932,Jennifer Hatfield,65,Female,Brazil,Premium,534,4
6838,c11838,s2086,Matthew Donaldson,13,Male,South Korea,Premium,1944,4
6839,c11839,s18164,Michelle Harris,17,Other,USA,Basic,1045,2
6841,c11841,s8614,Kylie Brown,16,Male,France,Basic,66,4
6842,c11842,s15743,Maria Rogers,47,Female,Canada,Standard,4389,3
6843,c11843,s15196,Sandra Carter,26,Female,Canada,Premium,3719,1
6845,c11845,s12144,Dr. Evan Nelson,14,Female,Australia,Premium,4488,4
6846,c11846,s2831,David Miller,69,Female,Australia,Basic,4410,4
6848,c11848,s2403,Nathan Williams,16,Male,Brazil,Basic,3811,1
6851,c11851,s7837,Kari Hoffman,61,Female,India,Basic,1114,4
6852,c11852,s4045,James Williams,57,Male,Japan,Basic,4983,3
6854,c11854,s8700,Michael Patrick,54,Male,UK,Standard,4163,5
6858,c11858,s18001,Courtney Potter,58,Male,South Korea,Standard,1406,4
6860,c11860,s20592,Cassandra Boyd,38,Female,UK,Basic,1379,5
6861,c11861,s5650,Robert Mitchell,38,Male,USA,Basic,2119,4
6863,c11863,s12003,Michelle Wells,17,Other,India,Standard,4475,2
6865,c11865,s1812,Kathleen Holmes,78,Female,Japan,Premium,4988,4
6867,c11867,s14746,Jonathan Hodge,71,Male,Brazil,Premium,3279,5
6870,c11870,s6859,Charles Fields,29,Male,France,Standard,3369,5
6871,c11871,s5536,Lindsey Rodriguez,27,Other,Brazil,Basic,1641,4
6873,c11873,s6901,Heather Holmes,35,Female,Japan,Basic,1999,4
6876,c11876,s15927,Stephanie Fitzgerald,39,Other,Canada,Premium,3703,3
6877,c11877,s15973,Frank Ford,29,Male,South Korea,Premium,135,2
6879,c11879,s19674,Debbie Green,72,Male,France,Basic,56,1
6880,c11880,s7152,William Salazar,33,Female,UK,Standard,2529,2
6881,c11881,s6271,Brian Lewis,58,Female,France,Basic,1018,3
6882,c11882,s9636,Kristen Baker,73,Other,Australia,Standard,950,4
6883,c11883,s17654,Sandra Sanchez,65,Female,India,Standard,3848,4
6884,c11884,s18506,Jennifer Morris,71,Female,India,Standard,773,2
6885,c11885,s13999,Jordan Spencer Jr.,78,Male,South Korea,Basic,1218,4
6887,c11887,s2579,Ashley Miller,72,Other,USA,Premium,3440,4
6888,c11888,s6136,Ricardo Wood,49,Other,Japan,Premium,2459,3
6890,c11890,s16663,Jacob Jones,28,Other,Japan,Premium,3608,1
6892,c11892,s2535,Brian Guerrero,80,Male,France,Standard,3033,1
6893,c11893,s7772,Sherry Ramos,38,Male,USA,Premium,723,5
6894,c11894,s4520,Kristin Jones,29,Other,USA,Premium,4375,5
6895,c11895,s18615,Jennifer Johnson,47,Other,Brazil,Standard,3489,5
6896,c11896,s11439,Ashley Kelly,65,Female,Japan,Premium,316,4
6898,c11898,s19551,Russell Morrison,29,Other,Germany,Premium,3228,3
6899,c11899,s9586,Michelle Nelson,26,Other,UK,Standard,1135,1
6901,c11901,s6086,Bradley Bowen,68,Female,UK,Standard,1737,2
6902,c11902,s12832,Dawn Perez MD,33,Male,Germany,Premium,2867,2
6903,c11903,s2078,Patricia Richardson,23,Other,Germany,Standard,4690,3
6904,c11904,s14009,Stephen Stafford,71,Other,Brazil,Basic,2853,2
6908,c11908,s16832,Mrs. Patricia Strickland,69,Other,Brazil,Basic,683,1
6909,c11909,s16711,Jennifer Cochran,37,Male,South Korea,Basic,1054,3
6912,c11912,s20199,Andrea Rhodes,79,Female,South Korea,Basic,1479,1
6914,c11914,s6927,Philip Wilson,80,Female,France,Standard,4392,5
6915,c11915,s8661,Robin Hawkins,76,Female,Japan,Basic,2728,3
6916,c11916,s7881,Shannon Miller,28,Male,South Korea,Premium,1829,2
6917,c11917,s3642,Jessica Warren,39,Other,Japan,Premium,2599,1
6918,c11918,s17298,Kelly Cherry,14,Male,France,Standard,261,3
6919,c11919,s6218,Austin Henderson,20,Male,India,Premium,3132,2
6920,c11920,s8190,Samantha Martinez,16,Male,Japan,Premium,248,5
6921,c11921,s18868,Bethany Brooks,69,Male,Canada,Standard,2462,3
6923,c11923,s4507,Lori Phelps,47,Other,Brazil,Premium,4327,5
6925,c11925,s3452,Meagan Duncan DVM,25,Female,Brazil,Basic,2081,4
6927,c11927,s15044,Michelle Kirk,57,Male,France,Standard,1028,5
6928,c11928,s2407,Sean Lane,62,Male,Canada,Basic,4505,3
6929,c11929,s11742,Grace Newman,74,Female,Australia,Basic,825,2
6936,c11936,s12248,Gregory Carter,58,Male,USA,Standard,3327,1
6937,c11937,s11088,Joseph Murphy,27,Female,South Korea,Basic,86,5
6938,c11938,s17954,Mary Perez,44,Female,Japan,Basic,4729,3
6939,c11939,s17059,Clinton Howell,38,Male,Germany,Premium,4333,3
6940,c11940,s9508,Michael Oneill,51,Female,UK,Standard,2287,5
6941,c11941,s9946,James Davis,51,Male,France,Standard,1198,2
6942,c11942,s17119,Amanda Wright,19,Female,Canada,Premium,3217,4
6944,c11944,s14933,Jasmine Patterson,80,Female,UK,Basic,70,3
6946,c11946,s12537,Ashley Miller,25,Male,USA,Premium,251,1
6947,c11947,s18100,Eric Johnson,59,Male,South Korea,Premium,4609,1
6948,c11948,s6425,Sherry Barton,65,Female,Brazil,Basic,1896,4
6949,c11949,s17266,Nicholas Johnson,57,Male,South Korea,Standard,4158,4
6950,c11950,s19431,Tara Neal,34,Female,France,Standard,402,3
6953,c11953,s9588,Samantha Heath,33,Female,India,Standard,2489,5
6954,c11954,s5110,Richard Moran,39,Other,South Korea,Basic,4104,2
6955,c11955,s5280,Ryan Reyes,61,Male,Canada,Basic,1157,5
6957,c11957,s6816,Edward Ramos,40,Other,Germany,Standard,3934,5
6959,c11959,s5166,Nathan Weber,41,Female,France,Standard,4363,2
6961,c11961,s13779,Gregory Young,44,Female,USA,Standard,2850,1
6962,c11962,s9618,Elizabeth Hampton,45,Other,Australia,Premium,1558,3
6963,c11963,s19340,Brandon Reyes,62,Other,India,Basic,2469,4
6964,c11964,s6807,Mary Cowan,56,Other,Brazil,Standard,633,1
6965,c11965,s15841,Dave Harper,77,Other,Brazil,Basic,3628,4
6967,c11967,s5828,Crystal Johnson,53,Other,France,Basic,3095,1
6969,c11969,s10141,Roy Sandoval,51,Other,USA,Basic,4660,3
6971,c11971,s9519,Eric Mcdonald,72,Other,France,Premium,2063,1
6972,c11972,s14584,Kristy Jordan,41,Male,USA,Standard,4766,4
6974,c11974,s12876,Jared Fox,23,Female,Canada,Standard,47,3
6975,c11975,s16682,Karla Mora,27,Other,India,Basic,2959,1
6976,c11976,s15094,Marcia Evans,22,Male,Japan,Standard,2375,5
6977,c11977,s17944,Ronald Mccormick,16,Female,Canada,Basic,939,2
6978,c11978,s6046,Lee Baker,50,Female,France,Basic,128,3
6979,c11979,s13008,Clayton Moore,17,Other,Germany,Basic,3408,5
6980,c11980,s17295,Angela Ballard,44,Female,UK,Standard,895,4
6981,c11981,s13681,Toni Wilson,30,Male,Canada,Basic,4628,1
6982,c11982,s17673,Jennifer Craig,51,Other,Canada,Standard,1070,3
6983,c11983,s19754,Harry Oliver,18,Other,USA,Standard,1431,5
6984,c11984,s7241,Tammy Hamilton,78,Female,Australia,Basic,3377,5
6985,c11985,s1685,Terri Zhang,14,Female,Brazil,Premium,113,5
6986,c11986,s11294,Laura Adkins,20,Male,UK,Premium,939,1
6987,c11987,s4741,Kathy Pacheco,55,Male,Japan,Basic,4415,2
6991,c11991,s2679,Sonya Anderson,25,Female,UK,Basic,138,3
6994,c11994,s2983,Erica Carlson,31,Male,UK,Premium,2953,5
6996,c11996,s17751,Antonio Hansen,23,Other,USA,Standard,3776,3
6998,c11998,s13491,Chad Roberts,30,Female,Australia,Premium,1988,2
6999,c11999,s11017,Patrick Friedman MD,47,Female,UK,Standard,2821,2
7001,c12001,s20540,Christine Cohen,27,Female,Canada,Basic,4513,5
7002,c12002,s18455,Beth Collins,33,Male,UK,Basic,129,2
7003,c12003,s3731,Angela Petersen,74,Male,Brazil,Basic,2901,4
7007,c12007,s12613,Richard Mitchell,43,Male,South Korea,Premium,4234,5
7008,c12008,s16508,Michelle Graham,61,Male,South Korea,Basic,2728,2
7009,c12009,s1527,Patrick Schwartz,75,Male,India,Premium,3157,5
7011,c12011,s2984,Scott Dougherty,52,Male,Brazil,Premium,4251,3
7012,c12012,s10494,Daniel Padilla,21,Male,India,Basic,132,3
7013,c12013,s17466,Jessica Wood,14,Female,India,Premium,1714,2
7014,c12014,s5609,Robert Li,66,Other,Germany,Basic,4125,2
7015,c12015,s18975,Brandon Cisneros,65,Female,South Korea,Premium,3667,5
7016,c12016,s16831,Marissa Brown,76,Male,Germany,Premium,1534,3
7017,c12017,s4651,Larry Nelson,49,Other,Australia,Premium,981,2
7018,c12018,s5098,Valerie Ramsey,46,Male,UK,Standard,3456,5
7019,c12019,s5950,Sharon Tucker,42,Female,India,Premium,4092,3
7020,c12020,s18755,Brittany Rodriguez,14,Female,Canada,Standard,2374,3
7021,c12021,s17395,Dawn Williams,55,Male,UK,Standard,218,1
7024,c12024,s2737,Savannah Atkinson,75,Other,Australia,Standard,3111,3
7027,c12027,s7193,Sharon James,51,Other,India,Basic,677,3
7028,c12028,s10578,Ronald Everett,71,Other,Germany,Standard,1509,5
7029,c12029,s12276,Thomas Morales,52,Male,Japan,Basic,3321,2
7030,c12030,s16998,Wayne Moore,35,Female,Germany,Standard,4005,3
7032,c12032,s12524,Ralph Harris,70,Other,Canada,Premium,3345,2
7033,c12033,s14976,Anthony Perez,51,Male,Australia,Premium,2503,3
7034,c12034,s19564,Steven Young,75,Female,Canada,Standard,3505,3
7035,c12035,s10545,Kevin Schwartz,62,Male,South Korea,Basic,1963,1
7036,c12036,s11791,Brian Clark,41,Other,Brazil,Premium,2888,5
7038,c12038,s15572,Garrett Collier,32,Male,South Korea,Premium,4832,2
7039,c12039,s9422,Jeffrey Roberts,30,Female,Canada,Premium,3104,3
7040,c12040,s4788,Terry Knight,60,Other,Germany,Standard,1087,5
7041,c12041,s6877,Michael Macdonald,22,Female,France,Premium,875,2
7042,c12042,s19986,Aaron Hayes,60,Male,India,Premium,3030,1
7044,c12044,s16048,Dawn Brown,70,Other,Canada,Standard,3291,5
7045,c12045,s19991,William Ross,53,Female,Brazil,Standard,2046,5
7047,c12047,s19297,Robert Hawkins,16,Male,Canada,Basic,2648,5
7050,c12050,s12274,Amber Parker,36,Male,Australia,Standard,3693,3
7051,c12051,s15110,Rodney Wheeler,51,Male,Japan,Basic,398,3
7052,c12052,s18126,Lisa Grant,56,Female,UK,Premium,319,4
7053,c12053,s14023,Ann Martinez,72,Other,South Korea,Basic,3197,2
7055,c12055,s6736,Chris Gibson,18,Other,France,Standard,1588,3
7058,c12058,s13834,Philip Ramos,71,Male,Japan,Premium,3118,1
7059,c12059,s14426,Kenneth Cole,42,Other,Japan,Basic,2319,1
7061,c12061,s15184,Ryan Massey,43,Female,South Korea,Premium,4644,1
7062,c12062,s10357,Emma Evans,79,Male,Germany,Standard,3766,1
7063,c12063,s16537,Todd Jones,66,Female,Canada,Basic,1783,4
7064,c12064,s8353,Sarah Mcguire,65,Male,South Korea,Standard,1280,5
7065,c12065,s13700,Diana Anderson,58,Male,Brazil,Standard,3084,3
7066,c12066,s20571,Heather Glover,52,Female,Canada,Standard,2456,1
7069,c12069,s20869,Tracey Munoz,42,Female,France,Standard,2270,3
7070,c12070,s16462,Stephanie Turner,33,Female,Brazil,Basic,1493,1
7071,c12071,s16344,Christopher Bush,67,Female,USA,Basic,434,1
7072,c12072,s2827,Erik Cox,66,Female,UK,Standard,4600,5
7073,c12073,s3685,Jonathan Wolf,66,Female,Australia,Premium,1752,2
7074,c12074,s16513,Philip Williams,19,Other,Australia,Basic,4936,5
7076,c12076,s14218,Sharon Clarke,74,Female,Canada,Premium,3186,4
7078,c12078,s7945,Kelsey Bell,56,Female,Australia,Standard,2229,3
7079,c12079,s2189,Kathleen Swanson,32,Male,Japan,Standard,3134,2
7080,c12080,s14855,Andrew Marks,25,Female,South Korea,Premium,2947,4
7081,c12081,s1559,Cassandra Rivers,26,Male,South Korea,Standard,913,1
7083,c12083,s14707,Benjamin Maldonado,65,Male,Canada,Basic,4992,4
7084,c12084,s8366,Carolyn Mcbride,77,Male,Germany,Standard,4513,2
7085,c12085,s14335,Catherine Woods,54,Other,France,Premium,1436,3
7087,c12087,s16417,Joshua Reid,40,Female,India,Standard,3143,4
7089,c12089,s14905,Kevin Greene,54,Female,Australia,Standard,3609,3
7091,c12091,s18370,Cathy Lowe,31,Female,Japan,Premium,4730,2
7092,c12092,s2997,Mark Graham,51,Other,Australia,Premium,1555,3
7094,c12094,s11057,Victor Brooks,48,Other,Canada,Standard,4947,4
7096,c12096,s17926,Andre Santiago,37,Female,France,Basic,3027,1
7098,c12098,s13944,Tyler Singh,49,Other,UK,Premium,2443,1
7101,c12101,s4528,James Montes,46,Other,Germany,Premium,1655,5
7102,c12102,s4163,Shawna Stein,23,Female,South Korea,Premium,994,4
7103,c12103,s11828,Sheila King,40,Other,Australia,Standard,4683,4
7104,c12104,s17109,Derek Knight,66,Female,Japan,Premium,383,5
7105,c12105,s19762,Samuel Lewis,17,Other,Australia,Standard,1682,4
7107,c12107,s8480,Thomas Richards,32,Female,South Korea,Basic,3418,2
7108,c12108,s9141,Barbara Ward,27,Female,France,Basic,507,1
7109,c12109,s6208,Desiree Jones,39,Male,UK,Basic,4487,2
7112,c12112,s12063,Cheryl Russell,63,Male,Australia,Basic,4416,4
7114,c12114,s7140,Lisa Gibson,13,Other,UK,Standard,1201,2
7116,c12116,s7984,Steven Bradford,39,Male,France,Standard,1603,3
7118,c12118,s20913,Charles Peters,24,Male,Australia,Premium,2177,5
7119,c12119,s7870,David Mitchell,28,Other,USA,Standard,339,2
7121,c12121,s4553,Robert Sandoval MD,66,Female,Canada,Basic,2804,2
7122,c12122,s12243,Kathleen Smith,64,Male,Canada,Standard,4693,3
7123,c12123,s13086,Tanya Stone,25,Female,Australia,Basic,820,5
7125,c12125,s13074,April Santos,21,Female,UK,Basic,3115,3
7126,c12126,s3873,Alexandra Evans,26,Other,Canada,Basic,3149,4
7127,c12127,s6026,Thomas Santos,73,Female,Brazil,Premium,1002,1
7128,c12128,s20012,Adam Morton,43,Female,Japan,Standard,2994,3
7130,c12130,s19612,Christina Olson,59,Male,Germany,Standard,1461,2
7131,c12131,s8046,Melissa Brown,80,Male,Germany,Basic,3076,4
7132,c12132,s4106,Mark Ruiz,13,Other,France,Premium,997,4
7134,c12134,s2820,Brandon Higgins,62,Other,USA,Premium,4229,4
7135,c12135,s2830,Amy Oliver,48,Female,India,Premium,3931,1
7136,c12136,s3160,Haley Hill,72,Male,Australia,Basic,4841,2
7138,c12138,s1301,Matthew Vega,46,Other,South Korea,Basic,2374,2
7139,c12139,s3172,Tracy Harvey,53,Other,India,Basic,2151,5
7140,c12140,s9234,Carrie Martinez,13,Male,South Korea,Basic,223,5
7142,c12142,s1051,Karen Hunter,25,Male,Germany,Premium,1405,1
7143,c12143,s19775,Charles Simmons,17,Other,UK,Premium,2105,3
7144,c12144,s11727,Gabriella Hale,59,Other,Brazil,Premium,979,5
7145,c12145,s6551,Danny Gonzalez,64,Male,Australia,Standard,2023,2
7146,c12146,s8256,Natasha Jones,40,Female,France,Premium,610,2
7147,c12147,s11507,Erin Gonzales,35,Female,Brazil,Basic,394,2
7148,c12148,s16471,Kristin Turner,70,Other,UK,Standard,3906,3
7149,c12149,s10618,Joseph Johnson,79,Female,France,Premium,1224,1
7150,c12150,s15761,Dr. Kevin Crawford,33,Male,France,Standard,4971,1
7151,c12151,s13582,Kelsey Sellers,36,Male,UK,Premium,498,2
7153,c12153,s18609,Brianna Hutchinson,26,Female,France,Standard,4637,5
7155,c12155,s4943,Michael Green,72,Female,South Korea,Standard,214,1
7156,c12156,s15996,Christine Simmons,14,Male,Australia,Basic,4480,3
7158,c12158,s7534,Karen Hernandez,29,Male,Germany,Premium,2372,5
7159,c12159,s3886,Doris Bailey,41,Female,India,Premium,1288,5
7160,c12160,s9293,Kayla Brooks,20,Female,USA,Standard,4744,3
7161,c12161,s18736,Christine Oneal,23,Male,Australia,Basic,2173,4
7163,c12163,s6262,Brenda Holmes,17,Female,South Korea,Standard,4439,3
7164,c12164,s19297,Dr. Gregory Long,22,Female,Australia,Basic,3468,1
7165,c12165,s4850,Dakota Dixon,63,Other,USA,Premium,443,3
7166,c12166,s18610,Samuel Washington,64,Male,UK,Premium,2199,5
7167,c12167,s12618,Jennifer Weaver,63,Other,USA,Premium,3417,5
7169,c12169,s18462,Deborah Brown,66,Male,USA,Standard,4934,2
7170,c12170,s17884,Ashley Thompson,29,Female,UK,Premium,1090,5
7173,c12173,s13621,Kelsey Campbell,60,Female,South Korea,Standard,4825,4
7174,c12174,s16822,Rachel Wheeler,15,Male,South Korea,Standard,749,1
7175,c12175,s5656,Jessica Yates,62,Other,Australia,Basic,3802,1
7176,c12176,s4311,Mr. Ronnie Farrell DDS,55,Male,Australia,Premium,3506,5
7177,c12177,s13241,Daniel Perry,27,Female,India,Basic,1728,5
7181,c12181,s20573,Sean Fox,58,Other,Brazil,Basic,2986,1
7182,c12182,s14847,Cassandra Smith,27,Male,France,Premium,4364,4
7184,c12184,s8795,Peter Daniel,33,Other,USA,Basic,552,1
7185,c12185,s4478,Christopher Oconnell,27,Male,Brazil,Basic,2293,4
7186,c12186,s18435,Jacqueline Manning,27,Female,Japan,Basic,4561,2
7187,c12187,s4979,Brenda Sanchez,19,Other,India,Basic,3302,2
7188,c12188,s7394,Michelle Thompson,46,Male,France,Basic,1488,1
7190,c12190,s7108,Leah Rhodes,37,Female,France,Standard,3205,5
7191,c12191,s14970,Jeffrey Holland,29,Other,India,Basic,4725,5
7195,c12195,s6035,Christopher Knight,49,Other,South Korea,Standard,2457,5
7197,c12197,s14498,Lisa Bowman,19,Male,Brazil,Premium,628,4
7198,c12198,s5056,Gregory Smith,55,Male,France,Basic,3502,4
7199,c12199,s3932,Stephen Daniels,53,Female,UK,Basic,121,1
7200,c12200,s14057,Taylor Hall,51,Male,USA,Standard,3003,4
7201,c12201,s20510,Anthony Ward,58,Female,Japan,Premium,4889,2
7202,c12202,s5601,Nicholas Espinoza,31,Male,South Korea,Basic,1452,5
7204,c12204,s1675,David Alvarez,23,Female,Germany,Premium,1966,4
7205,c12205,s3416,Kevin Johnson,16,Other,South Korea,Premium,1473,5
7207,c12207,s11578,Michael Allen,25,Female,Canada,Premium,3034,5
7208,c12208,s17916,Marcus Davidson,24,Female,Brazil,Standard,195,3
7210,c12210,s1913,Tricia Carter,58,Female,Canada,Basic,4107,3
7212,c12212,s8763,Carl Allen,76,Female,Germany,Standard,2658,5
7213,c12213,s17633,Paige Hester,76,Female,Canada,Standard,182,2
7214,c12214,s7245,Christopher Oconnor,55,Other,Japan,Standard,476,4
7217,c12217,s19148,Jenny Jordan MD,42,Female,Japan,Basic,2895,1
7218,c12218,s15382,Amanda Flores,14,Female,USA,Basic,4776,5
7219,c12219,s5622,Christopher Cline,55,Female,Australia,Standard,2656,2
7220,c12220,s9760,Beth Curry,31,Female,Germany,Basic,3552,1
7221,c12221,s19995,James Graham,71,Male,Canada,Basic,3148,4
